               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  16,            0.026279,            0.008194,           0.0018357,               0.994,             0.99858,               0.995,             0.66722,            0.015653,           0.0033019,            0.000838,            0.008515,            0.008515,            0.008515
                  17,            0.026145,           0.0087054,           0.0026205,             0.99164,              0.9988,               0.995,             0.80507,            0.014285,           0.0033921,           0.0011208,            0.008416,            0.008416,            0.008416
                  18,            0.025061,           0.0084394,           0.0028256,             0.99195,             0.99878,               0.995,             0.77618,            0.013621,           0.0033455,          0.00090692,            0.008317,            0.008317,            0.008317
                  19,            0.027262,           0.0084231,           0.0021641,             0.98328,                   1,             0.99479,             0.80065,            0.013097,           0.0032857,          0.00084945,            0.008218,            0.008218,            0.008218
                  20,            0.023964,           0.0078964,           0.0016723,             0.84339,             0.98913,             0.93756,             0.71082,            0.012093,           0.0030926,          0.00070864,            0.008119,            0.008119,            0.008119
                  21,            0.024324,           0.0085191,           0.0020532,             0.99062,             0.99863,               0.995,             0.80459,            0.011164,            0.003091,          0.00086801,             0.00802,             0.00802,             0.00802
                  22,            0.022406,           0.0076834,           0.0016049,             0.99605,             0.99939,               0.995,             0.81572,            0.012304,           0.0028971,          0.00090923,            0.007921,            0.007921,            0.007921
                  23,            0.023981,           0.0080455,           0.0019634,             0.99724,                   1,               0.995,             0.78024,            0.012793,           0.0030124,          0.00080104,            0.007822,            0.007822,            0.007822
                  24,            0.023058,           0.0079829,           0.0020607,             0.99721,                   1,               0.995,             0.82236,            0.010237,            0.002998,          0.00062086,            0.007723,            0.007723,            0.007723
                  25,            0.022568,           0.0078887,            0.002055,             0.99853,                   1,               0.995,             0.77797,            0.011984,           0.0029966,          0.00081535,            0.007624,            0.007624,            0.007624
                  26,            0.022433,           0.0074915,            0.002398,             0.99701,                   1,               0.995,             0.77737,            0.013592,           0.0030066,          0.00085066,            0.007525,            0.007525,            0.007525
                  27,            0.023059,           0.0073648,           0.0016428,             0.99826,                   1,               0.995,             0.83004,            0.011701,           0.0030535,          0.00069047,            0.007426,            0.007426,            0.007426
                  28,            0.022052,           0.0078138,           0.0016893,             0.99775,                   1,               0.995,             0.81068,            0.012924,           0.0030275,          0.00060196,            0.007327,            0.007327,            0.007327
                  29,             0.02101,           0.0073905,           0.0012636,              0.9981,                   1,               0.995,             0.83782,             0.01269,           0.0029695,          0.00059692,            0.007228,            0.007228,            0.007228
                  30,            0.020156,             0.00719,           0.0011446,             0.99842,                   1,               0.995,             0.86231,           0.0084094,           0.0028769,            0.000691,            0.007129,            0.007129,            0.007129
                  31,            0.020232,           0.0066104,           0.0017959,             0.99847,                   1,               0.995,             0.87323,            0.008222,           0.0028303,           0.0006141,             0.00703,             0.00703,             0.00703
                  32,            0.020459,           0.0074496,           0.0011997,             0.99831,                   1,               0.995,             0.87956,            0.010911,            0.002959,          0.00053297,            0.006931,            0.006931,            0.006931
                  33,             0.01954,           0.0072197,           0.0014222,             0.99759,                   1,               0.995,             0.82248,           0.0095884,           0.0027377,          0.00054658,            0.006832,            0.006832,            0.006832
                  34,            0.020991,            0.007102,           0.0014028,             0.99844,                   1,               0.995,             0.87893,           0.0076189,           0.0027818,          0.00060855,            0.006733,            0.006733,            0.006733
                  35,            0.018535,           0.0067924,           0.0010738,             0.99788,                   1,               0.995,             0.84559,           0.0087616,             0.00275,          0.00057496,            0.006634,            0.006634,            0.006634
                  36,            0.019673,            0.007147,           0.0023246,             0.99811,                   1,               0.995,             0.89533,           0.0087864,           0.0028793,          0.00061464,            0.006535,            0.006535,            0.006535
                  37,            0.016147,           0.0068584,           0.0016446,             0.99857,                   1,               0.995,             0.82749,            0.010934,           0.0027858,          0.00052713,            0.006436,            0.006436,            0.006436
                  38,            0.018177,           0.0073713,           0.0012589,             0.99844,                   1,               0.995,             0.87782,           0.0076318,           0.0026835,          0.00063297,            0.006337,            0.006337,            0.006337
                  39,            0.018925,           0.0074119,           0.0018941,             0.99707,                   1,               0.995,             0.82974,            0.010445,            0.002655,           0.0005743,            0.006238,            0.006238,            0.006238
                  40,            0.017695,           0.0068437,           0.0012741,             0.99776,                   1,               0.995,             0.90065,           0.0086641,           0.0026692,          0.00053463,            0.006139,            0.006139,            0.006139
                  41,            0.018742,           0.0066848,            0.001333,             0.99774,                   1,               0.995,             0.87295,           0.0080568,           0.0025833,          0.00051536,             0.00604,             0.00604,             0.00604
                  42,            0.019149,            0.007228,           0.0019712,             0.99728,                   1,               0.995,             0.87306,           0.0079005,           0.0026037,          0.00049898,            0.005941,            0.005941,            0.005941
                  43,            0.018019,           0.0071818,           0.0012006,             0.99765,                   1,               0.995,             0.82299,            0.010139,           0.0027812,          0.00048037,            0.005842,            0.005842,            0.005842
                  44,            0.016612,           0.0067322,           0.0012586,              0.9979,                   1,               0.995,             0.89234,           0.0085851,            0.002656,          0.00044627,            0.005743,            0.005743,            0.005743
                  45,            0.018214,           0.0064604,          0.00098585,             0.99791,                   1,               0.995,             0.87897,           0.0085454,           0.0026417,          0.00047195,            0.005644,            0.005644,            0.005644
                  46,            0.016819,           0.0062976,           0.0014878,             0.99819,                   1,               0.995,             0.91383,           0.0075997,           0.0024784,          0.00046734,            0.005545,            0.005545,            0.005545
                  47,            0.017025,           0.0064951,          0.00091108,             0.99868,                   1,               0.995,              0.8722,           0.0093341,           0.0025381,          0.00042905,            0.005446,            0.005446,            0.005446
                  48,            0.015617,           0.0061908,           0.0013314,              0.9987,                   1,               0.995,             0.90783,           0.0083086,             0.00248,          0.00041002,            0.005347,            0.005347,            0.005347
                  49,             0.01533,           0.0061284,          0.00080009,             0.99726,                   1,               0.995,             0.92332,           0.0080975,            0.002487,          0.00045685,            0.005248,            0.005248,            0.005248
                  50,            0.015377,           0.0061604,          0.00095267,             0.99821,                   1,               0.995,             0.92814,           0.0081922,            0.002446,          0.00038972,            0.005149,            0.005149,            0.005149
                  51,             0.01544,            0.006096,          0.00089783,             0.99769,                   1,               0.995,             0.87728,           0.0091409,           0.0023784,          0.00046421,             0.00505,             0.00505,             0.00505
                  52,            0.017597,           0.0065496,           0.0019925,             0.99805,                   1,               0.995,             0.91719,           0.0063267,           0.0023075,          0.00050281,            0.004951,            0.004951,            0.004951
                  53,             0.01643,           0.0062244,           0.0013223,             0.99848,                   1,               0.995,             0.92223,           0.0067259,           0.0023606,          0.00041354,            0.004852,            0.004852,            0.004852
                  54,            0.016385,           0.0068917,           0.0011615,             0.99854,                   1,               0.995,             0.89635,            0.007073,           0.0024104,          0.00036741,            0.004753,            0.004753,            0.004753
                  55,            0.015279,           0.0061028,          0.00094336,             0.99812,                   1,               0.995,             0.91352,            0.006797,           0.0022857,          0.00037853,            0.004654,            0.004654,            0.004654
                  56,             0.01495,           0.0064737,          0.00087678,             0.99843,                   1,               0.995,             0.90189,           0.0064162,            0.002334,          0.00041027,            0.004555,            0.004555,            0.004555
                  57,            0.014181,           0.0061604,          0.00079479,             0.99846,                   1,               0.995,             0.90288,           0.0074892,           0.0024315,           0.0004278,            0.004456,            0.004456,            0.004456
                  58,            0.013424,            0.005824,           0.0007399,             0.99823,                   1,               0.995,             0.93587,           0.0055356,           0.0021986,          0.00041224,            0.004357,            0.004357,            0.004357
                  59,            0.013829,           0.0060289,           0.0006678,             0.99841,                   1,               0.995,             0.95097,           0.0067685,           0.0023284,           0.0003473,            0.004258,            0.004258,            0.004258
                  60,            0.014584,           0.0057928,          0.00074188,             0.99849,                   1,               0.995,             0.92121,           0.0064894,            0.002213,          0.00036559,            0.004159,            0.004159,            0.004159
                  61,            0.014181,           0.0059231,          0.00083401,             0.99688,                   1,               0.995,             0.91355,           0.0069597,           0.0022991,          0.00036411,             0.00406,             0.00406,             0.00406
                  62,            0.013608,           0.0056956,           0.0010595,              0.9963,             0.99954,               0.995,             0.92081,           0.0071452,           0.0023524,          0.00034325,            0.003961,            0.003961,            0.003961
                  63,            0.012548,           0.0057316,          0.00053229,             0.99729,             0.99983,               0.995,             0.89696,           0.0063799,           0.0023519,          0.00029536,            0.003862,            0.003862,            0.003862
                  64,            0.012588,           0.0054376,          0.00050861,             0.99869,                   1,               0.995,             0.91657,           0.0060837,           0.0021547,          0.00029852,            0.003763,            0.003763,            0.003763
                  65,            0.013169,           0.0054607,          0.00059217,             0.99848,                   1,               0.995,             0.93596,           0.0062053,           0.0021793,          0.00027338,            0.003664,            0.003664,            0.003664
                  66,            0.012237,           0.0056825,          0.00055823,             0.99869,                   1,               0.995,             0.93478,           0.0055892,           0.0020709,          0.00028021,            0.003565,            0.003565,            0.003565
                  67,            0.012925,           0.0055598,          0.00071788,             0.99854,                   1,               0.995,             0.94617,           0.0054322,           0.0020901,          0.00030249,            0.003466,            0.003466,            0.003466
                  68,            0.013182,           0.0056656,          0.00070321,             0.99793,                   1,               0.995,             0.95766,           0.0055967,           0.0020551,          0.00027964,            0.003367,            0.003367,            0.003367
                  69,             0.01304,           0.0053648,          0.00049948,             0.99831,                   1,               0.995,             0.93918,           0.0063421,           0.0021133,          0.00025809,            0.003268,            0.003268,            0.003268
                  70,            0.014349,           0.0056229,          0.00073192,             0.99782,                   1,               0.995,             0.94929,           0.0056487,           0.0020736,           0.0002549,            0.003169,            0.003169,            0.003169
                  71,            0.012566,           0.0051916,          0.00087035,             0.99821,                   1,               0.995,             0.96134,           0.0053521,           0.0020406,          0.00027346,             0.00307,             0.00307,             0.00307
                  72,            0.012315,           0.0056202,          0.00086961,             0.99809,                   1,               0.995,             0.94699,           0.0054722,           0.0020778,          0.00028234,            0.002971,            0.002971,            0.002971
                  73,            0.012193,           0.0055222,          0.00043725,             0.99846,                   1,               0.995,             0.94773,           0.0050148,           0.0020123,          0.00028842,            0.002872,            0.002872,            0.002872
                  74,            0.012426,           0.0055575,          0.00044124,             0.99877,                   1,               0.995,             0.95324,            0.005388,           0.0020658,          0.00027649,            0.002773,            0.002773,            0.002773
                  75,            0.011168,           0.0049068,          0.00041979,             0.99837,                   1,               0.995,             0.96499,           0.0049442,           0.0019681,          0.00024515,            0.002674,            0.002674,            0.002674
                  76,            0.011558,           0.0051542,          0.00075355,             0.99789,                   1,               0.995,             0.96647,           0.0047911,           0.0019859,          0.00021906,            0.002575,            0.002575,            0.002575
                  77,            0.010843,           0.0051786,          0.00035676,             0.99795,                   1,               0.995,             0.95286,            0.005085,           0.0021904,          0.00019809,            0.002476,            0.002476,            0.002476
                  78,            0.011242,           0.0050678,          0.00045869,             0.99816,                   1,               0.995,             0.97659,           0.0047737,           0.0020194,          0.00019021,            0.002377,            0.002377,            0.002377
                  79,            0.011166,           0.0049775,           0.0006668,             0.99855,                   1,               0.995,             0.96512,           0.0049418,           0.0019887,          0.00018812,            0.002278,            0.002278,            0.002278
                  80,            0.011205,             0.00511,          0.00044601,              0.9982,                   1,               0.995,             0.95938,           0.0046388,           0.0019275,          0.00019763,            0.002179,            0.002179,            0.002179
                  81,            0.010673,           0.0051129,          0.00046737,             0.99841,                   1,               0.995,             0.96115,           0.0045199,           0.0018696,          0.00020192,             0.00208,             0.00208,             0.00208
                  82,            0.010301,           0.0052607,          0.00052918,             0.99809,                   1,               0.995,             0.96641,           0.0041973,           0.0018291,          0.00020312,            0.001981,            0.001981,            0.001981
                  83,            0.010336,           0.0053439,          0.00052159,             0.99811,                   1,               0.995,             0.96693,           0.0043601,           0.0018464,          0.00019213,            0.001882,            0.001882,            0.001882
                  84,            0.010996,           0.0050278,          0.00044066,              0.9981,                   1,               0.995,             0.96349,           0.0045687,           0.0018441,          0.00018415,            0.001783,            0.001783,            0.001783
                  85,           0.0091566,           0.0044831,          0.00028744,             0.99819,                   1,               0.995,              0.9757,           0.0041073,           0.0018343,          0.00017169,            0.001684,            0.001684,            0.001684
                  86,            0.010636,           0.0052592,          0.00044664,             0.99842,                   1,               0.995,              0.9678,           0.0044304,           0.0019505,          0.00016293,            0.001585,            0.001585,            0.001585
                  87,           0.0098143,           0.0048656,          0.00054939,             0.99817,                   1,               0.995,              0.9693,            0.004213,            0.001803,          0.00014516,            0.001486,            0.001486,            0.001486
                  88,           0.0096126,           0.0050353,          0.00036435,             0.99837,                   1,               0.995,             0.97242,           0.0043405,           0.0017844,          0.00013927,            0.001387,            0.001387,            0.001387
                  89,            0.009459,           0.0046872,          0.00081176,             0.99845,                   1,               0.995,             0.97511,           0.0041637,           0.0017818,          0.00013127,            0.001288,            0.001288,            0.001288
                  90,           0.0086477,           0.0047726,          0.00032425,             0.99829,                   1,               0.995,             0.97874,           0.0039334,           0.0017485,          0.00012928,            0.001189,            0.001189,            0.001189
                  91,           0.0095312,           0.0046263,           0.0002925,             0.99825,                   1,               0.995,             0.97331,           0.0039585,           0.0017547,          0.00012404,             0.00109,             0.00109,             0.00109
                  92,           0.0098123,           0.0047221,          0.00053434,             0.99828,                   1,               0.995,             0.97398,           0.0040641,           0.0018107,          0.00012028,            0.000991,            0.000991,            0.000991
                  93,           0.0086824,           0.0046463,          0.00046483,              0.9984,                   1,               0.995,              0.9703,           0.0040833,           0.0018071,          0.00011154,            0.000892,            0.000892,            0.000892
                  94,           0.0083168,           0.0044221,          0.00021805,             0.99821,                   1,               0.995,             0.96885,           0.0041012,           0.0017809,          0.00010663,            0.000793,            0.000793,            0.000793
                  95,           0.0085655,           0.0048574,          0.00050298,             0.99805,                   1,               0.995,             0.97523,           0.0038603,           0.0017677,          0.00010878,            0.000694,            0.000694,            0.000694
                  96,           0.0091713,           0.0050791,          0.00047441,             0.99806,                   1,               0.995,             0.97568,           0.0038269,           0.0017422,          0.00010542,            0.000595,            0.000595,            0.000595
                  97,           0.0087799,           0.0043709,          0.00041626,             0.99802,                   1,               0.995,             0.98107,           0.0038131,           0.0017185,           0.0001041,            0.000496,            0.000496,            0.000496
                  98,           0.0088804,           0.0047791,          0.00076574,             0.99794,                   1,               0.995,              0.9733,           0.0038474,           0.0017417,          0.00010333,            0.000397,            0.000397,            0.000397
                  99,           0.0083278,           0.0046237,           0.0002783,             0.99792,                   1,               0.995,             0.97806,           0.0038084,           0.0017387,           0.0001011,            0.000298,            0.000298,            0.000298
